1,3,95,3,1,0.002,0.002
2,3,95,3,1,0.002,0.002
3,3,95,3,1,0.003,0.002
4,3,95,3,1,0.002,0.002
5,3,95,3,1,0.002,0.002
6,3,95,3,1,0.002,0.002
7,3,124,3,1,0.002,0.002
8,3,124,3,1,0.002,0.002
9,3,124,3,1,0.002,0.002
10,3,124,3,1,0.002,0.002
11,3,124,3,1,0.002,0.002
12,3,124,3,1,0.002,0.002
13,3,124,3,1,0.002,0.002
14,3,124,3,1,0.002,0.002
15,3,124,3,1,0.002,0.002
16,3,124,3,1,0.002,0.002
17,3,124,3,1,0.002,0.002
18,3,124,3,1,0.002,0.002
19,3,124,3,1,0.002,0.002
20,3,124,3,1,0.002,0.002
21,3,124,3,1,0.002,0.002
22,3,124,3,1,0.002,0.002
23,3,124,3,1,0.002,0.002
24,3,124,3,1,0.002,0.002
25,3,124,3,1,0.002,0.002
26,3,124,3,1,0.002,0.002
27,3,124,3,1,0.002,0.002
28,3,124,3,1,0.002,0.002
29,3,124,3,1,0.001,0.002
30,3,124,3,1,0.002,0.002
31,3,124,3,1,0.002,0.002
32,3,124,3,1,0.002,0.002
33,3,124,3,1,0.002,0.002
34,3,124,3,1,0.002,0.001
35,3,124,3,1,0.002,0.002
36,3,124,3,1,0.003,0.002
37,3,124,3,1,0.002,0.002
38,3,124,3,1,0.002,0.002
39,3,124,3,1,0.002,0.002
40,3,124,3,1,0.002,0.001
41,3,124,3,1,0.002,0.002
42,3,124,3,1,0.002,0.002
43,3,124,3,1,0.002,0.002
44,3,124,3,1,0.002,0.002
45,3,124,3,1,0.002,0.002
46,3,124,3,1,0.002,0.002
47,3,124,3,1,0.002,0.002
48,3,124,3,1,0.002,0.002
49,3,124,3,1,0.002,0.002
50,3,124,3,1,0.002,0.002
51,5,160,3,2,0.002,0.002
52,5,160,3,2,0.002,0.002
53,5,160,3,2,0.002,0.002
54,5,160,3,2,0.002,0.002
55,5,160,3,2,0.002,0.002
56,5,160,3,2,0.002,0.002
57,5,160,3,2,0.002,0.002
58,5,160,3,2,0.002,0.002
59,5,160,3,2,0.002,0.002
60,5,160,3,2,0.002,0.002
61,5,160,3,2,0.002,0.002
62,5,160,3,2,0.002,0.002
63,5,160,3,2,0.002,0.002
64,5,160,3,2,0.002,0.002
65,5,160,3,2,0.002,0.002
66,5,160,3,2,0.002,0.002
67,5,160,3,2,0.002,0.002
68,5,160,3,2,0.002,0.002
69,5,160,3,2,0.002,0.002
70,5,160,3,2,0.002,0.002
71,5,160,3,2,0.002,0.002
72,4,86,3,2,0.002,0.002
73,4,86,3,2,0.002,0.002
74,4,86,3,2,0.002,0.002
75,4,86,3,2,0.002,0.002
76,4,86,3,2,0.002,0.004
77,4,86,3,2,0.002,0.002
78,4,86,3,2,0.002,0.002
79,4,86,3,2,0.002,0.002
80,4,86,3,2,0.002,0.002
81,4,86,3,2,0.002,0.002
82,4,86,3,2,0.002,0.002
83,4,86,3,2,0.002,0.001
84,4,86,3,2,0.002,0.002
85,4,86,3,2,0.002,0.002
86,4,86,3,2,0.002,0.002
87,4,86,3,2,0.002,0.002
88,4,86,3,2,0.002,0.002
89,4,86,3,2,0.002,0.002
90,4,86,3,2,0.002,0.002
91,4,86,3,2,0.002,0.002
92,4,86,3,2,0.002,0.002
